trade_id,date,symbol,side,profit
103,2024-04-13,EURUSD,SELL,-34.52
104,2024-04-14,EURUSD,SELL,-37.93
105,2024-04-15,EURUSD,BUY,54.51
106,2024-04-16,EURUSD,BUY,-38.18
107,2024-04-17,EURUSD,SELL,-54.08
108,2024-04-18,EURUSD,BUY,103.94
109,2024-04-19,EURUSD,SELL,-24.04
110,2024-04-20,EURUSD,BUY,56.17
111,2024-04-21,EURUSD,BUY,-43.74
112,2024-04-22,EURUSD,BUY,105.79
113,2024-04-23,EURUSD,BUY,-27.57
114,2024-04-24,EURUSD,SELL,94.19
115,2024-04-25,EURUSD,BUY,-27.91
116,2024-04-26,EURUSD,BUY,-49.33
117,2024-04-27,EURUSD,BUY,102.33
118,2024-04-28,EURUSD,SELL,99.0
119,2024-04-29,EURUSD,SELL,97.72
120,2024-04-30,EURUSD,SELL,61.59
121,2024-05-01,EURUSD,SELL,-21.32
122,2024-05-02,EURUSD,BUY,-44.01
123,2024-05-03,EURUSD,SELL,106.35
124,2024-05-04,EURUSD,BUY,-52.86
125,2024-05-05,EURUSD,SELL,56.5
126,2024-05-06,EURUSD,BUY,-47.45
127,2024-05-07,EURUSD,BUY,73.11
128,2024-05-08,EURUSD,SELL,92.53
129,2024-05-09,EURUSD,BUY,-38.46
130,2024-05-10,EURUSD,SELL,-33.17
131,2024-05-11,EURUSD,SELL,89.85
132,2024-05-12,EURUSD,BUY,100.88
133,2024-05-13,EURUSD,SELL,68.56
134,2024-05-14,EURUSD,SELL,67.74
135,2024-05-15,EURUSD,BUY,106.42
136,2024-05-16,EURUSD,SELL,-35.38
137,2024-05-17,EURUSD,SELL,50.02
138,2024-05-18,EURUSD,BUY,84.8
139,2024-05-19,EURUSD,SELL,76.53
140,2024-05-20,EURUSD,BUY,104.07
141,2024-05-21,EURUSD,BUY,55.09
142,2024-05-22,EURUSD,BUY,-46.59
143,2024-05-23,EURUSD,SELL,-33.09
144,2024-05-24,EURUSD,SELL,51.47
145,2024-05-25,EURUSD,SELL,100.98
146,2024-05-26,EURUSD,SELL,87.79
147,2024-05-27,EURUSD,SELL,-40.22
148,2024-05-28,EURUSD,BUY,-59.78
149,2024-05-29,EURUSD,SELL,-55.74
150,2024-05-30,EURUSD,BUY,107.48
151,2024-05-31,EURUSD,BUY,64.95
152,2024-06-01,EURUSD,BUY,98.08
153,2024-06-02,EURUSD,BUY,-36.18
154,2024-06-03,EURUSD,BUY,-35.49
155,2024-06-04,EURUSD,BUY,99.83
156,2024-06-05,EURUSD,SELL,-30.25
157,2024-06-06,EURUSD,BUY,64.83
158,2024-06-07,EURUSD,BUY,-39.15
159,2024-06-08,EURUSD,SELL,54.65
160,2024-06-09,EURUSD,BUY,69.18
161,2024-06-10,EURUSD,BUY,63.88
162,2024-06-11,EURUSD,SELL,-57.43
163,2024-06-12,EURUSD,SELL,74.95
164,2024-06-13,EURUSD,BUY,104.29
165,2024-06-14,EURUSD,BUY,-25.73
166,2024-06-15,EURUSD,SELL,50.35
167,2024-06-16,EURUSD,BUY,-25.86
168,2024-06-17,EURUSD,BUY,94.85
169,2024-06-18,EURUSD,SELL,-51.18
170,2024-06-19,EURUSD,SELL,51.74
171,2024-06-20,EURUSD,SELL,-43.83
172,2024-06-21,EURUSD,BUY,57.66
173,2024-06-22,EURUSD,BUY,73.64
174,2024-06-23,EURUSD,SELL,88.56
175,2024-06-24,EURUSD,SELL,53.02
176,2024-06-25,EURUSD,BUY,69.61
177,2024-06-26,EURUSD,BUY,95.12
178,2024-06-27,EURUSD,SELL,54.91
179,2024-06-28,EURUSD,SELL,109.99
180,2024-06-29,EURUSD,BUY,-28.75
181,2024-06-30,EURUSD,SELL,-22.02
182,2024-07-01,EURUSD,SELL,59.14
183,2024-07-02,EURUSD,SELL,-37.44
184,2024-07-03,EURUSD,SELL,-29.32
185,2024-07-04,EURUSD,SELL,-30.08
186,2024-07-05,EURUSD,SELL,-21.41
187,2024-07-06,EURUSD,BUY,68.72
188,2024-07-07,EURUSD,BUY,-44.13
189,2024-07-08,EURUSD,BUY,91.44
190,2024-07-09,EURUSD,BUY,96.35
191,2024-07-10,EURUSD,BUY,-55.16
192,2024-07-11,EURUSD,SELL,-46.11
193,2024-07-12,EURUSD,SELL,80.36
194,2024-07-13,EURUSD,SELL,-27.11
195,2024-07-14,EURUSD,BUY,-34.58
196,2024-07-15,EURUSD,BUY,-42.58
197,2024-07-16,EURUSD,BUY,-49.2
198,2024-07-17,EURUSD,SELL,79.01
199,2024-07-18,EURUSD,BUY,-49.26
200,2024-07-19,EURUSD,BUY,-56.53
201,2024-07-20,EURUSD,BUY,77.88
202,2024-07-21,EURUSD,BUY,51.72
203,2024-07-22,EURUSD,BUY,62.73
204,2024-07-23,EURUSD,BUY,102.82
205,2024-07-24,EURUSD,BUY,50.61
206,2024-07-25,EURUSD,SELL,93.2
207,2024-07-26,EURUSD,BUY,-32.38
208,2024-07-27,EURUSD,SELL,97.58
209,2024-07-28,EURUSD,SELL,91.51
210,2024-07-29,EURUSD,BUY,-41.07
211,2024-07-30,EURUSD,SELL,94.76
212,2024-07-31,EURUSD,SELL,-49.16
213,2024-08-01,EURUSD,SELL,61.56
214,2024-08-02,EURUSD,SELL,95.73
215,2024-08-03,EURUSD,BUY,79.05
216,2024-08-04,EURUSD,SELL,-39.01
217,2024-08-05,EURUSD,SELL,61.65
218,2024-08-06,EURUSD,BUY,50.85
219,2024-08-07,EURUSD,BUY,108.46
220,2024-08-08,EURUSD,BUY,-54.95
221,2024-08-09,EURUSD,BUY,102.36
222,2024-08-10,EURUSD,SELL,76.43
223,2024-08-11,EURUSD,SELL,106.46
224,2024-08-12,EURUSD,SELL,-43.97
225,2024-08-13,EURUSD,SELL,-57.86
226,2024-08-14,EURUSD,BUY,-47.85
227,2024-08-15,EURUSD,BUY,95.87
228,2024-08-16,EURUSD,BUY,-50.97
229,2024-08-17,EURUSD,BUY,76.56
230,2024-08-18,EURUSD,BUY,-47.78
231,2024-08-19,EURUSD,BUY,-30.4
232,2024-08-20,EURUSD,BUY,62.66
233,2024-08-21,EURUSD,SELL,60.43
234,2024-08-22,EURUSD,BUY,77.03
235,2024-08-23,EURUSD,BUY,63.89
236,2024-08-24,EURUSD,BUY,-41.84
237,2024-08-25,EURUSD,BUY,-28.49
238,2024-08-26,EURUSD,SELL,-22.65
239,2024-08-27,EURUSD,BUY,88.86
240,2024-08-28,EURUSD,SELL,-57.14
241,2024-08-29,EURUSD,BUY,94.94
242,2024-08-30,EURUSD,BUY,57.46
243,2024-08-31,EURUSD,BUY,-22.29
244,2024-09-01,EURUSD,SELL,54.83
245,2024-09-02,EURUSD,SELL,69.34
246,2024-09-03,EURUSD,BUY,107.71
247,2024-09-04,EURUSD,BUY,-21.97
248,2024-09-05,EURUSD,SELL,-49.22
249,2024-09-06,EURUSD,BUY,-41.18
250,2024-09-07,EURUSD,BUY,-52.74
251,2024-09-08,EURUSD,SELL,-40.33
252,2024-09-09,EURUSD,BUY,70.0
253,2024-09-10,EURUSD,BUY,-46.81
254,2024-09-11,EURUSD,BUY,106.71
255,2024-09-12,EURUSD,SELL,-41.81
256,2024-09-13,EURUSD,SELL,108.21
257,2024-09-14,EURUSD,BUY,109.29
258,2024-09-15,EURUSD,SELL,74.79
259,2024-09-16,EURUSD,BUY,95.39
260,2024-09-17,EURUSD,BUY,-51.86
261,2024-09-18,EURUSD,BUY,-42.48
262,2024-09-19,EURUSD,BUY,108.39
263,2024-09-20,EURUSD,BUY,59.5
264,2024-09-21,EURUSD,BUY,-56.27
265,2024-09-22,EURUSD,SELL,-41.54
266,2024-09-23,EURUSD,BUY,-40.06
267,2024-09-24,EURUSD,BUY,66.41
268,2024-09-25,EURUSD,BUY,-50.25
269,2024-09-26,EURUSD,BUY,105.31
270,2024-09-27,EURUSD,SELL,-25.44
271,2024-09-28,EURUSD,BUY,-43.4
272,2024-09-29,EURUSD,SELL,99.23
273,2024-09-30,EURUSD,BUY,85.22
274,2024-10-01,EURUSD,BUY,58.92
275,2024-10-02,EURUSD,BUY,83.12
276,2024-10-03,EURUSD,SELL,69.31
277,2024-10-04,EURUSD,SELL,-37.13
278,2024-10-05,EURUSD,BUY,-58.25
279,2024-10-06,EURUSD,SELL,-27.54
280,2024-10-07,EURUSD,BUY,-27.17
281,2024-10-08,EURUSD,BUY,52.22
282,2024-10-09,EURUSD,BUY,-25.21
283,2024-10-10,EURUSD,SELL,81.56
284,2024-10-11,EURUSD,BUY,-43.6
285,2024-10-12,EURUSD,BUY,78.17
286,2024-10-13,EURUSD,BUY,91.56
287,2024-10-14,EURUSD,BUY,-25.91
288,2024-10-15,EURUSD,BUY,69.0
289,2024-10-16,EURUSD,SELL,-25.1
290,2024-10-17,EURUSD,BUY,87.87
291,2024-10-18,EURUSD,SELL,-30.13
292,2024-10-19,EURUSD,BUY,88.02
293,2024-10-20,EURUSD,BUY,91.64
294,2024-10-21,EURUSD,SELL,97.77
295,2024-10-22,EURUSD,BUY,58.73
296,2024-10-23,EURUSD,SELL,-28.3
297,2024-10-24,EURUSD,BUY,102.25
298,2024-10-25,EURUSD,SELL,104.77
299,2024-10-26,EURUSD,SELL,65.24
300,2024-10-27,EURUSD,BUY,98.28
301,2024-10-28,EURUSD,SELL,-53.68
302,2024-10-29,EURUSD,BUY,85.25
303,2024-10-30,EURUSD,BUY,65.01
304,2024-10-31,EURUSD,SELL,73.08
305,2024-11-01,EURUSD,BUY,84.32
306,2024-11-02,EURUSD,BUY,-48.19
307,2024-11-03,EURUSD,BUY,-49.02
308,2024-11-04,EURUSD,SELL,-30.21
309,2024-11-05,EURUSD,BUY,-40.13
310,2024-11-06,EURUSD,BUY,97.93
311,2024-11-07,EURUSD,BUY,88.2
312,2024-11-08,EURUSD,BUY,-31.16
313,2024-11-09,EURUSD,BUY,-34.87
314,2024-11-10,EURUSD,SELL,-47.64
315,2024-11-11,EURUSD,SELL,-30.71
316,2024-11-12,EURUSD,SELL,94.85
317,2024-11-13,EURUSD,BUY,82.36
318,2024-11-14,EURUSD,BUY,104.81
319,2024-11-15,EURUSD,SELL,99.48
320,2024-11-16,EURUSD,SELL,-30.14
321,2024-11-17,EURUSD,SELL,107.77
322,2024-11-18,EURUSD,BUY,-25.59
323,2024-11-19,EURUSD,BUY,-21.31
324,2024-11-20,EURUSD,SELL,97.44
325,2024-11-21,EURUSD,BUY,77.29
326,2024-11-22,EURUSD,BUY,-36.62
327,2024-11-23,EURUSD,SELL,-55.67
328,2024-11-24,EURUSD,BUY,103.05
329,2024-11-25,EURUSD,SELL,-51.15
330,2024-11-26,EURUSD,SELL,-23.62
331,2024-11-27,EURUSD,BUY,58.39
332,2024-11-28,EURUSD,SELL,79.56
333,2024-11-29,EURUSD,SELL,-54.57
334,2024-11-30,EURUSD,BUY,-30.27
335,2024-12-01,EURUSD,SELL,94.54
336,2024-12-02,EURUSD,SELL,55.94
337,2024-12-03,EURUSD,SELL,107.09
338,2024-12-04,EURUSD,BUY,76.6
339,2024-12-05,EURUSD,BUY,-56.03
340,2024-12-06,EURUSD,SELL,108.67
341,2024-12-07,EURUSD,SELL,61.39
342,2024-12-08,EURUSD,BUY,-41.81
343,2024-12-09,EURUSD,SELL,-36.11
344,2024-12-10,EURUSD,SELL,-50.26
345,2024-12-11,EURUSD,BUY,-57.26
346,2024-12-12,EURUSD,BUY,62.96
347,2024-12-13,EURUSD,BUY,58.85
348,2024-12-14,EURUSD,SELL,101.5
349,2024-12-15,EURUSD,SELL,65.04
350,2024-12-16,EURUSD,SELL,-58.97
351,2024-12-17,EURUSD,SELL,-50.48
352,2024-12-18,EURUSD,BUY,53.14
353,2024-12-19,EURUSD,SELL,94.74
354,2024-12-20,EURUSD,SELL,-39.47
355,2024-12-21,EURUSD,SELL,106.72
356,2024-12-22,EURUSD,BUY,-25.32
357,2024-12-23,EURUSD,SELL,107.84
358,2024-12-24,EURUSD,BUY,74.1
359,2024-12-25,EURUSD,SELL,104.58
360,2024-12-26,EURUSD,SELL,86.5
361,2024-12-27,EURUSD,BUY,87.98
362,2024-12-28,EURUSD,BUY,109.68
363,2024-12-29,EURUSD,SELL,86.33
364,2024-12-30,EURUSD,BUY,-25.89
365,2024-12-31,EURUSD,SELL,-31.17
366,2025-01-01,EURUSD,SELL,63.71
367,2025-01-02,EURUSD,SELL,74.96
368,2025-01-03,EURUSD,SELL,89.91
369,2025-01-04,EURUSD,SELL,105.38
370,2025-01-05,EURUSD,SELL,-56.27
371,2025-01-06,EURUSD,BUY,-27.53
372,2025-01-07,EURUSD,SELL,-37.54
373,2025-01-08,EURUSD,BUY,71.22
374,2025-01-09,EURUSD,BUY,-25.28
375,2025-01-10,EURUSD,SELL,-35.98
376,2025-01-11,EURUSD,BUY,-51.49
377,2025-01-12,EURUSD,BUY,56.49
378,2025-01-13,EURUSD,BUY,95.76
379,2025-01-14,EURUSD,BUY,-26.19
380,2025-01-15,EURUSD,BUY,-35.46
381,2025-01-16,EURUSD,BUY,105.75
382,2025-01-17,EURUSD,BUY,60.82
383,2025-01-18,EURUSD,SELL,70.39
384,2025-01-19,EURUSD,SELL,-37.35
385,2025-01-20,EURUSD,SELL,87.99
386,2025-01-21,EURUSD,SELL,-51.39
387,2025-01-22,EURUSD,BUY,72.2
388,2025-01-23,EURUSD,SELL,-37.3
389,2025-01-24,EURUSD,BUY,59.44
390,2025-01-25,EURUSD,BUY,-49.12
391,2025-01-26,EURUSD,SELL,76.52
392,2025-01-27,EURUSD,SELL,-55.45
393,2025-01-28,EURUSD,SELL,90.71
394,2025-01-29,EURUSD,SELL,-58.18
395,2025-01-30,EURUSD,SELL,-59.69
396,2025-01-31,EURUSD,SELL,58.23
397,2025-02-01,EURUSD,BUY,50.46
398,2025-02-02,EURUSD,BUY,72.81
399,2025-02-03,EURUSD,BUY,100.0
400,2025-02-04,EURUSD,SELL,101.71
401,2025-02-05,EURUSD,BUY,105.27
402,2025-02-06,EURUSD,BUY,-37.06
403,2025-02-07,EURUSD,SELL,56.91
404,2025-02-08,EURUSD,BUY,98.08
405,2025-02-09,EURUSD,SELL,-23.21
406,2025-02-10,EURUSD,BUY,-50.27
407,2025-02-11,EURUSD,SELL,73.75
408,2025-02-12,EURUSD,SELL,69.98
409,2025-02-13,EURUSD,BUY,56.84
410,2025-02-14,EURUSD,BUY,-46.02
411,2025-02-15,EURUSD,SELL,-27.4
412,2025-02-16,EURUSD,BUY,61.84
413,2025-02-17,EURUSD,SELL,-33.78
414,2025-02-18,EURUSD,BUY,-40.24
415,2025-02-19,EURUSD,BUY,-42.04
416,2025-02-20,EURUSD,BUY,-34.59
417,2025-02-21,EURUSD,SELL,-34.91
418,2025-02-22,EURUSD,SELL,76.53
419,2025-02-23,EURUSD,BUY,53.37
420,2025-02-24,EURUSD,SELL,77.11
421,2025-02-25,EURUSD,BUY,-56.93
422,2025-02-26,EURUSD,BUY,-35.4
423,2025-02-27,EURUSD,BUY,83.26
424,2025-02-28,EURUSD,BUY,-42.01
425,2025-03-01,EURUSD,SELL,-47.14
426,2025-03-02,EURUSD,SELL,53.71
427,2025-03-03,EURUSD,BUY,-46.26
428,2025-03-04,EURUSD,SELL,60.35
429,2025-03-05,EURUSD,BUY,76.37
430,2025-03-06,EURUSD,SELL,72.37
431,2025-03-07,EURUSD,BUY,70.3
432,2025-03-08,EURUSD,SELL,-34.11
433,2025-03-09,EURUSD,SELL,90.7
434,2025-03-10,EURUSD,BUY,-33.74
435,2025-03-11,EURUSD,BUY,-46.67
436,2025-03-12,EURUSD,BUY,70.99
437,2025-03-13,EURUSD,BUY,-44.32
438,2025-03-14,EURUSD,SELL,-47.62
439,2025-03-15,EURUSD,BUY,-27.47
440,2025-03-16,EURUSD,BUY,-30.45
441,2025-03-17,EURUSD,SELL,88.76
442,2025-03-18,EURUSD,SELL,71.76
443,2025-03-19,EURUSD,SELL,106.86
444,2025-03-20,EURUSD,SELL,58.25
445,2025-03-21,EURUSD,BUY,-55.95
446,2025-03-22,EURUSD,SELL,-24.65
447,2025-03-23,EURUSD,SELL,95.98
448,2025-03-24,EURUSD,BUY,59.73
449,2025-03-25,EURUSD,SELL,-27.64
450,2025-03-26,EURUSD,BUY,74.65
451,2025-03-27,EURUSD,SELL,76.65
452,2025-03-28,EURUSD,BUY,-42.04
453,2025-03-29,EURUSD,SELL,98.52
454,2025-03-30,EURUSD,BUY,-45.29
455,2025-03-31,EURUSD,SELL,-41.53
456,2025-04-01,EURUSD,BUY,81.65
457,2025-04-02,EURUSD,SELL,-27.95
458,2025-04-03,EURUSD,BUY,88.47
459,2025-04-04,EURUSD,BUY,-55.9
460,2025-04-05,EURUSD,BUY,-48.6
461,2025-04-06,EURUSD,SELL,104.32
462,2025-04-07,EURUSD,SELL,106.78
463,2025-04-08,EURUSD,SELL,70.98
464,2025-04-09,EURUSD,SELL,80.12
465,2025-04-10,EURUSD,SELL,-45.0
466,2025-04-11,EURUSD,BUY,-26.43
467,2025-04-12,EURUSD,SELL,-54.5
468,2025-04-13,EURUSD,SELL,-32.16
469,2025-04-14,EURUSD,SELL,-42.06
470,2025-04-15,EURUSD,BUY,65.36
471,2025-04-16,EURUSD,BUY,93.63
472,2025-04-17,EURUSD,SELL,67.29
473,2025-04-18,EURUSD,BUY,75.19
474,2025-04-19,EURUSD,BUY,56.65
475,2025-04-20,EURUSD,BUY,-59.34
476,2025-04-21,EURUSD,SELL,58.61
477,2025-04-22,EURUSD,SELL,-50.38
478,2025-04-23,EURUSD,BUY,-56.58
479,2025-04-24,EURUSD,BUY,81.56
480,2025-04-25,EURUSD,SELL,-37.83
481,2025-04-26,EURUSD,BUY,88.14
482,2025-04-27,EURUSD,BUY,50.97
483,2025-04-28,EURUSD,BUY,93.98
484,2025-04-29,EURUSD,SELL,-30.59
485,2025-04-30,EURUSD,BUY,82.76
486,2025-05-01,EURUSD,SELL,96.75
487,2025-05-02,EURUSD,BUY,-34.73
488,2025-05-03,EURUSD,SELL,96.57
489,2025-05-04,EURUSD,SELL,52.63
490,2025-05-05,EURUSD,BUY,106.0
491,2025-05-06,EURUSD,SELL,-38.28
492,2025-05-07,EURUSD,SELL,-52.36
493,2025-05-08,EURUSD,SELL,-25.37
494,2025-05-09,EURUSD,BUY,72.08
495,2025-05-10,EURUSD,SELL,-24.21
496,2025-05-11,EURUSD,SELL,-40.15
497,2025-05-12,EURUSD,BUY,-39.23
498,2025-05-13,EURUSD,BUY,-56.84
499,2025-05-14,EURUSD,SELL,-38.18
500,2025-05-15,EURUSD,SELL,89.66
