ticket,open_time,close_time,symbol,profit
26,2024-01-03 11:00:00,2024-01-03 12:00:00,EURUSD,100.00
27,2024-01-03 13:00:00,2024-01-03 14:00:00,EURUSD,100.00
28,2024-01-03 15:00:00,2024-01-03 16:00:00,EURUSD,100.00
29,2024-01-03 17:00:00,2024-01-03 18:00:00,EURUSD,100.00
30,2024-01-03 19:00:00,2024-01-03 20:00:00,EURUSD,-100.00
31,2024-01-03 21:00:00,2024-01-03 22:00:00,EURUSD,100.00
32,2024-01-03 23:00:00,2024-01-04 00:00:00,EURUSD,-100.00
33,2024-01-04 01:00:00,2024-01-04 02:00:00,EURUSD,100.00
34,2024-01-04 03:00:00,2024-01-04 04:00:00,EURUSD,-100.00
35,2024-01-04 05:00:00,2024-01-04 06:00:00,EURUSD,-100.00
36,2024-01-04 07:00:00,2024-01-04 08:00:00,EURUSD,100.00
37,2024-01-04 09:00:00,2024-01-04 10:00:00,EURUSD,100.00
38,2024-01-04 11:00:00,2024-01-04 12:00:00,EURUSD,100.00
39,2024-01-04 13:00:00,2024-01-04 14:00:00,EURUSD,100.00
40,2024-01-04 15:00:00,2024-01-04 16:00:00,EURUSD,100.00
41,2024-01-04 17:00:00,2024-01-04 18:00:00,EURUSD,-100.00
42,2024-01-04 19:00:00,2024-01-04 20:00:00,EURUSD,-100.00
43,2024-01-04 21:00:00,2024-01-04 22:00:00,EURUSD,-100.00
44,2024-01-04 23:00:00,2024-01-05 00:00:00,EURUSD,-100.00
45,2024-01-05 01:00:00,2024-01-05 02:00:00,EURUSD,100.00
46,2024-01-05 03:00:00,2024-01-05 04:00:00,EURUSD,-100.00
47,2024-01-05 05:00:00,2024-01-05 06:00:00,EURUSD,100.00
48,2024-01-05 07:00:00,2024-01-05 08:00:00,EURUSD,100.00
49,2024-01-05 09:00:00,2024-01-05 10:00:00,EURUSD,-100.00
50,2024-01-05 11:00:00,2024-01-05 12:00:00,EURUSD,-100.00
51,2024-01-05 13:00:00,2024-01-05 14:00:00,EURUSD,100.00
52,2024-01-05 15:00:00,2024-01-05 16:00:00,EURUSD,100.00
53,2024-01-05 17:00:00,2024-01-05 18:00:00,EURUSD,-100.00
54,2024-01-05 19:00:00,2024-01-05 20:00:00,EURUSD,-100.00
55,2024-01-05 21:00:00,2024-01-05 22:00:00,EURUSD,100.00
56,2024-01-05 23:00:00,2024-01-06 00:00:00,EURUSD,100.00
57,2024-01-06 01:00:00,2024-01-06 02:00:00,EURUSD,-100.00
58,2024-01-06 03:00:00,2024-01-06 04:00:00,EURUSD,-100.00
59,2024-01-06 05:00:00,2024-01-06 06:00:00,EURUSD,100.00
60,2024-01-06 07:00:00,2024-01-06 08:00:00,EURUSD,100.00
61,2024-01-06 09:00:00,2024-01-06 10:00:00,EURUSD,100.00
62,2024-01-06 11:00:00,2024-01-06 12:00:00,EURUSD,-100.00
63,2024-01-06 13:00:00,2024-01-06 14:00:00,EURUSD,100.00
64,2024-01-06 15:00:00,2024-01-06 16:00:00,EURUSD,-100.00
65,2024-01-06 17:00:00,2024-01-06 18:00:00,EURUSD,100.00
66,2024-01-06 19:00:00,2024-01-06 20:00:00,EURUSD,-100.00
67,2024-01-06 21:00:00,2024-01-06 22:00:00,EURUSD,-100.00
68,2024-01-06 23:00:00,2024-01-07 00:00:00,EURUSD,-100.00
69,2024-01-07 01:00:00,2024-01-07 02:00:00,EURUSD,100.00
70,2024-01-07 03:00:00,2024-01-07 04:00:00,EURUSD,100.00
71,2024-01-07 05:00:00,2024-01-07 06:00:00,EURUSD,100.00
72,2024-01-07 07:00:00,2024-01-07 08:00:00,EURUSD,-100.00
73,2024-01-07 09:00:00,2024-01-07 10:00:00,EURUSD,100.00
74,2024-01-07 11:00:00,2024-01-07 12:00:00,EURUSD,-100.00
75,2024-01-07 13:00:00,2024-01-07 14:00:00,EURUSD,100.00
76,2024-01-07 15:00:00,2024-01-07 16:00:00,EURUSD,100.00
77,2024-01-07 17:00:00,2024-01-07 18:00:00,EURUSD,-100.00
78,2024-01-07 19:00:00,2024-01-07 20:00:00,EURUSD,100.00
79,2024-01-07 21:00:00,2024-01-07 22:00:00,EURUSD,-100.00
80,2024-01-07 23:00:00,2024-01-08 00:00:00,EURUSD,-100.00
81,2024-01-08 01:00:00,2024-01-08 02:00:00,EURUSD,-100.00
82,2024-01-08 03:00:00,2024-01-08 04:00:00,EURUSD,-100.00
83,2024-01-08 05:00:00,2024-01-08 06:00:00,EURUSD,-100.00
84,2024-01-08 07:00:00,2024-01-08 08:00:00,EURUSD,-100.00
85,2024-01-08 09:00:00,2024-01-08 10:00:00,EURUSD,-100.00
86,2024-01-08 11:00:00,2024-01-08 12:00:00,EURUSD,-100.00
87,2024-01-08 13:00:00,2024-01-08 14:00:00,EURUSD,-100.00
88,2024-01-08 15:00:00,2024-01-08 16:00:00,EURUSD,100.00
89,2024-01-08 17:00:00,2024-01-08 18:00:00,EURUSD,-100.00
90,2024-01-08 19:00:00,2024-01-08 20:00:00,EURUSD,-100.00
91,2024-01-08 21:00:00,2024-01-08 22:00:00,EURUSD,-100.00
92,2024-01-08 23:00:00,2024-01-09 00:00:00,EURUSD,100.00
93,2024-01-09 01:00:00,2024-01-09 02:00:00,EURUSD,100.00
94,2024-01-09 03:00:00,2024-01-09 04:00:00,EURUSD,100.00
95,2024-01-09 05:00:00,2024-01-09 06:00:00,EURUSD,-100.00
96,2024-01-09 07:00:00,2024-01-09 08:00:00,EURUSD,100.00
97,2024-01-09 09:00:00,2024-01-09 10:00:00,EURUSD,-100.00
98,2024-01-09 11:00:00,2024-01-09 12:00:00,EURUSD,-100.00
99,2024-01-09 13:00:00,2024-01-09 14:00:00,EURUSD,-100.00
100,2024-01-09 15:00:00,2024-01-09 16:00:00,EURUSD,-100.00
101,2024-01-09 17:00:00,2024-01-09 18:00:00,EURUSD,100.00
102,2024-01-09 19:00:00,2024-01-09 20:00:00,EURUSD,100.00
103,2024-01-09 21:00:00,2024-01-09 22:00:00,EURUSD,-100.00
104,2024-01-09 23:00:00,2024-01-10 00:00:00,EURUSD,100.00
105,2024-01-10 01:00:00,2024-01-10 02:00:00,EURUSD,-100.00
106,2024-01-10 03:00:00,2024-01-10 04:00:00,EURUSD,-100.00
107,2024-01-10 05:00:00,2024-01-10 06:00:00,EURUSD,100.00
108,2024-01-10 07:00:00,2024-01-10 08:00:00,EURUSD,100.00
109,2024-01-10 09:00:00,2024-01-10 10:00:00,EURUSD,-100.00
110,2024-01-10 11:00:00,2024-01-10 12:00:00,EURUSD,-100.00
111,2024-01-10 13:00:00,2024-01-10 14:00:00,EURUSD,100.00
112,2024-01-10 15:00:00,2024-01-10 16:00:00,EURUSD,-100.00
113,2024-01-10 17:00:00,2024-01-10 18:00:00,EURUSD,100.00
114,2024-01-10 19:00:00,2024-01-10 20:00:00,EURUSD,100.00
115,2024-01-10 21:00:00,2024-01-10 22:00:00,EURUSD,-100.00
116,2024-01-10 23:00:00,2024-01-11 00:00:00,EURUSD,-100.00
117,2024-01-11 01:00:00,2024-01-11 02:00:00,EURUSD,100.00
118,2024-01-11 03:00:00,2024-01-11 04:00:00,EURUSD,-100.00
119,2024-01-11 05:00:00,2024-01-11 06:00:00,EURUSD,-100.00
120,2024-01-11 07:00:00,2024-01-11 08:00:00,EURUSD,-100.00
121,2024-01-11 09:00:00,2024-01-11 10:00:00,EURUSD,-100.00
122,2024-01-11 11:00:00,2024-01-11 12:00:00,EURUSD,-100.00
123,2024-01-11 13:00:00,2024-01-11 14:00:00,EURUSD,-100.00
124,2024-01-11 15:00:00,2024-01-11 16:00:00,EURUSD,-100.00
125,2024-01-11 17:00:00,2024-01-11 18:00:00,EURUSD,-100.00
126,2024-01-11 19:00:00,2024-01-11 20:00:00,EURUSD,100.00
127,2024-01-11 21:00:00,2024-01-11 22:00:00,EURUSD,-100.00
128,2024-01-11 23:00:00,2024-01-12 00:00:00,EURUSD,100.00
129,2024-01-12 01:00:00,2024-01-12 02:00:00,EURUSD,-100.00
130,2024-01-12 03:00:00,2024-01-12 04:00:00,EURUSD,-100.00
131,2024-01-12 05:00:00,2024-01-12 06:00:00,EURUSD,100.00
132,2024-01-12 07:00:00,2024-01-12 08:00:00,EURUSD,-100.00
133,2024-01-12 09:00:00,2024-01-12 10:00:00,EURUSD,100.00
134,2024-01-12 11:00:00,2024-01-12 12:00:00,EURUSD,100.00
135,2024-01-12 13:00:00,2024-01-12 14:00:00,EURUSD,100.00
136,2024-01-12 15:00:00,2024-01-12 16:00:00,EURUSD,100.00
137,2024-01-12 17:00:00,2024-01-12 18:00:00,EURUSD,100.00
138,2024-01-12 19:00:00,2024-01-12 20:00:00,EURUSD,-100.00
139,2024-01-12 21:00:00,2024-01-12 22:00:00,EURUSD,100.00
140,2024-01-12 23:00:00,2024-01-13 00:00:00,EURUSD,100.00
141,2024-01-13 01:00:00,2024-01-13 02:00:00,EURUSD,-100.00
142,2024-01-13 03:00:00,2024-01-13 04:00:00,EURUSD,100.00
143,2024-01-13 05:00:00,2024-01-13 06:00:00,EURUSD,-100.00
144,2024-01-13 07:00:00,2024-01-13 08:00:00,EURUSD,100.00
145,2024-01-13 09:00:00,2024-01-13 10:00:00,EURUSD,-100.00
146,2024-01-13 11:00:00,2024-01-13 12:00:00,EURUSD,100.00
147,2024-01-13 13:00:00,2024-01-13 14:00:00,EURUSD,100.00
148,2024-01-13 15:00:00,2024-01-13 16:00:00,EURUSD,100.00
149,2024-01-13 17:00:00,2024-01-13 18:00:00,EURUSD,-100.00
150,2024-01-13 19:00:00,2024-01-13 20:00:00,EURUSD,-100.00
151,2024-01-13 21:00:00,2024-01-13 22:00:00,EURUSD,100.00
152,2024-01-13 23:00:00,2024-01-14 00:00:00,EURUSD,-100.00
153,2024-01-14 01:00:00,2024-01-14 02:00:00,EURUSD,100.00
154,2024-01-14 03:00:00,2024-01-14 04:00:00,EURUSD,-100.00
155,2024-01-14 05:00:00,2024-01-14 06:00:00,EURUSD,100.00
156,2024-01-14 07:00:00,2024-01-14 08:00:00,EURUSD,-100.00
157,2024-01-14 09:00:00,2024-01-14 10:00:00,EURUSD,-100.00
158,2024-01-14 11:00:00,2024-01-14 12:00:00,EURUSD,100.00
159,2024-01-14 13:00:00,2024-01-14 14:00:00,EURUSD,100.00
160,2024-01-14 15:00:00,2024-01-14 16:00:00,EURUSD,-100.00
161,2024-01-14 17:00:00,2024-01-14 18:00:00,EURUSD,-100.00
162,2024-01-14 19:00:00,2024-01-14 20:00:00,EURUSD,-100.00
163,2024-01-14 21:00:00,2024-01-14 22:00:00,EURUSD,100.00
164,2024-01-14 23:00:00,2024-01-15 00:00:00,EURUSD,-100.00
165,2024-01-15 01:00:00,2024-01-15 02:00:00,EURUSD,100.00
166,2024-01-15 03:00:00,2024-01-15 04:00:00,EURUSD,-100.00
167,2024-01-15 05:00:00,2024-01-15 06:00:00,EURUSD,100.00
168,2024-01-15 07:00:00,2024-01-15 08:00:00,EURUSD,-100.00
169,2024-01-15 09:00:00,2024-01-15 10:00:00,EURUSD,-100.00
170,2024-01-15 11:00:00,2024-01-15 12:00:00,EURUSD,-100.00
171,2024-01-15 13:00:00,2024-01-15 14:00:00,EURUSD,-100.00
172,2024-01-15 15:00:00,2024-01-15 16:00:00,EURUSD,100.00
173,2024-01-15 17:00:00,2024-01-15 18:00:00,EURUSD,100.00
174,2024-01-15 19:00:00,2024-01-15 20:00:00,EURUSD,100.00
175,2024-01-15 21:00:00,2024-01-15 22:00:00,EURUSD,100.00
176,2024-01-15 23:00:00,2024-01-16 00:00:00,EURUSD,100.00
177,2024-01-16 01:00:00,2024-01-16 02:00:00,EURUSD,100.00
178,2024-01-16 03:00:00,2024-01-16 04:00:00,EURUSD,-100.00
179,2024-01-16 05:00:00,2024-01-16 06:00:00,EURUSD,-100.00
180,2024-01-16 07:00:00,2024-01-16 08:00:00,EURUSD,100.00
181,2024-01-16 09:00:00,2024-01-16 10:00:00,EURUSD,-100.00
182,2024-01-16 11:00:00,2024-01-16 12:00:00,EURUSD,-100.00
183,2024-01-16 13:00:00,2024-01-16 14:00:00,EURUSD,100.00
184,2024-01-16 15:00:00,2024-01-16 16:00:00,EURUSD,-100.00
185,2024-01-16 17:00:00,2024-01-16 18:00:00,EURUSD,100.00
186,2024-01-16 19:00:00,2024-01-16 20:00:00,EURUSD,100.00
187,2024-01-16 21:00:00,2024-01-16 22:00:00,EURUSD,-100.00
188,2024-01-16 23:00:00,2024-01-17 00:00:00,EURUSD,100.00
189,2024-01-17 01:00:00,2024-01-17 02:00:00,EURUSD,100.00
190,2024-01-17 03:00:00,2024-01-17 04:00:00,EURUSD,-100.00
191,2024-01-17 05:00:00,2024-01-17 06:00:00,EURUSD,-100.00
192,2024-01-17 07:00:00,2024-01-17 08:00:00,EURUSD,-100.00
193,2024-01-17 09:00:00,2024-01-17 10:00:00,EURUSD,100.00
194,2024-01-17 11:00:00,2024-01-17 12:00:00,EURUSD,-100.00
195,2024-01-17 13:00:00,2024-01-17 14:00:00,EURUSD,100.00
196,2024-01-17 15:00:00,2024-01-17 16:00:00,EURUSD,100.00
197,2024-01-17 17:00:00,2024-01-17 18:00:00,EURUSD,100.00
198,2024-01-17 19:00:00,2024-01-17 20:00:00,EURUSD,100.00
199,2024-01-17 21:00:00,2024-01-17 22:00:00,EURUSD,100.00
200,2024-01-17 23:00:00,2024-01-18 00:00:00,EURUSD,100.00
201,2024-01-18 01:00:00,2024-01-18 02:00:00,EURUSD,100.00
202,2024-01-18 03:00:00,2024-01-18 04:00:00,EURUSD,-100.00
203,2024-01-18 05:00:00,2024-01-18 06:00:00,EURUSD,100.00
204,2024-01-18 07:00:00,2024-01-18 08:00:00,EURUSD,100.00
205,2024-01-18 09:00:00,2024-01-18 10:00:00,EURUSD,100.00
206,2024-01-18 11:00:00,2024-01-18 12:00:00,EURUSD,100.00
207,2024-01-18 13:00:00,2024-01-18 14:00:00,EURUSD,100.00
208,2024-01-18 15:00:00,2024-01-18 16:00:00,EURUSD,100.00
209,2024-01-18 17:00:00,2024-01-18 18:00:00,EURUSD,-100.00
210,2024-01-18 19:00:00,2024-01-18 20:00:00,EURUSD,100.00
211,2024-01-18 21:00:00,2024-01-18 22:00:00,EURUSD,100.00
212,2024-01-18 23:00:00,2024-01-19 00:00:00,EURUSD,100.00
213,2024-01-19 01:00:00,2024-01-19 02:00:00,EURUSD,-100.00
214,2024-01-19 03:00:00,2024-01-19 04:00:00,EURUSD,100.00
215,2024-01-19 05:00:00,2024-01-19 06:00:00,EURUSD,-100.00
216,2024-01-19 07:00:00,2024-01-19 08:00:00,EURUSD,-100.00
217,2024-01-19 09:00:00,2024-01-19 10:00:00,EURUSD,100.00
218,2024-01-19 11:00:00,2024-01-19 12:00:00,EURUSD,100.00
219,2024-01-19 13:00:00,2024-01-19 14:00:00,EURUSD,-100.00
220,2024-01-19 15:00:00,2024-01-19 16:00:00,EURUSD,-100.00
221,2024-01-19 17:00:00,2024-01-19 18:00:00,EURUSD,100.00
222,2024-01-19 19:00:00,2024-01-19 20:00:00,EURUSD,-100.00
223,2024-01-19 21:00:00,2024-01-19 22:00:00,EURUSD,-100.00
224,2024-01-19 23:00:00,2024-01-20 00:00:00,EURUSD,100.00
225,2024-01-20 01:00:00,2024-01-20 02:00:00,EURUSD,-100.00
226,2024-01-20 03:00:00,2024-01-20 04:00:00,EURUSD,-100.00
227,2024-01-20 05:00:00,2024-01-20 06:00:00,EURUSD,-100.00
228,2024-01-20 07:00:00,2024-01-20 08:00:00,EURUSD,-100.00
229,2024-01-20 09:00:00,2024-01-20 10:00:00,EURUSD,100.00
230,2024-01-20 11:00:00,2024-01-20 12:00:00,EURUSD,100.00
231,2024-01-20 13:00:00,2024-01-20 14:00:00,EURUSD,100.00
232,2024-01-20 15:00:00,2024-01-20 16:00:00,EURUSD,-100.00
233,2024-01-20 17:00:00,2024-01-20 18:00:00,EURUSD,100.00
234,2024-01-20 19:00:00,2024-01-20 20:00:00,EURUSD,100.00
235,2024-01-20 21:00:00,2024-01-20 22:00:00,EURUSD,-100.00
236,2024-01-20 23:00:00,2024-01-21 00:00:00,EURUSD,100.00
237,2024-01-21 01:00:00,2024-01-21 02:00:00,EURUSD,100.00
238,2024-01-21 03:00:00,2024-01-21 04:00:00,EURUSD,-100.00
239,2024-01-21 05:00:00,2024-01-21 06:00:00,EURUSD,-100.00
240,2024-01-21 07:00:00,2024-01-21 08:00:00,EURUSD,-100.00
241,2024-01-21 09:00:00,2024-01-21 10:00:00,EURUSD,100.00
242,2024-01-21 11:00:00,2024-01-21 12:00:00,EURUSD,100.00
243,2024-01-21 13:00:00,2024-01-21 14:00:00,EURUSD,-100.00
244,2024-01-21 15:00:00,2024-01-21 16:00:00,EURUSD,100.00
245,2024-01-21 17:00:00,2024-01-21 18:00:00,EURUSD,-100.00
246,2024-01-21 19:00:00,2024-01-21 20:00:00,EURUSD,100.00
247,2024-01-21 21:00:00,2024-01-21 22:00:00,EURUSD,100.00
248,2024-01-21 23:00:00,2024-01-22 00:00:00,EURUSD,100.00
249,2024-01-22 01:00:00,2024-01-22 02:00:00,EURUSD,-100.00
250,2024-01-22 03:00:00,2024-01-22 04:00:00,EURUSD,100.00
251,2024-01-22 05:00:00,2024-01-22 06:00:00,EURUSD,-100.00
252,2024-01-22 07:00:00,2024-01-22 08:00:00,EURUSD,100.00
253,2024-01-22 09:00:00,2024-01-22 10:00:00,EURUSD,-100.00
254,2024-01-22 11:00:00,2024-01-22 12:00:00,EURUSD,100.00
255,2024-01-22 13:00:00,2024-01-22 14:00:00,EURUSD,100.00
256,2024-01-22 15:00:00,2024-01-22 16:00:00,EURUSD,-100.00
257,2024-01-22 17:00:00,2024-01-22 18:00:00,EURUSD,100.00
258,2024-01-22 19:00:00,2024-01-22 20:00:00,EURUSD,-100.00
259,2024-01-22 21:00:00,2024-01-22 22:00:00,EURUSD,100.00
260,2024-01-22 23:00:00,2024-01-23 00:00:00,EURUSD,100.00
261,2024-01-23 01:00:00,2024-01-23 02:00:00,EURUSD,100.00
262,2024-01-23 03:00:00,2024-01-23 04:00:00,EURUSD,-100.00
263,2024-01-23 05:00:00,2024-01-23 06:00:00,EURUSD,100.00
264,2024-01-23 07:00:00,2024-01-23 08:00:00,EURUSD,100.00
265,2024-01-23 09:00:00,2024-01-23 10:00:00,EURUSD,-100.00
266,2024-01-23 11:00:00,2024-01-23 12:00:00,EURUSD,-100.00
267,2024-01-23 13:00:00,2024-01-23 14:00:00,EURUSD,100.00
268,2024-01-23 15:00:00,2024-01-23 16:00:00,EURUSD,-100.00
269,2024-01-23 17:00:00,2024-01-23 18:00:00,EURUSD,100.00
270,2024-01-23 19:00:00,2024-01-23 20:00:00,EURUSD,-100.00
271,2024-01-23 21:00:00,2024-01-23 22:00:00,EURUSD,-100.00
272,2024-01-23 23:00:00,2024-01-24 00:00:00,EURUSD,100.00
273,2024-01-24 01:00:00,2024-01-24 02:00:00,EURUSD,100.00
274,2024-01-24 03:00:00,2024-01-24 04:00:00,EURUSD,100.00
275,2024-01-24 05:00:00,2024-01-24 06:00:00,EURUSD,100.00
276,2024-01-24 07:00:00,2024-01-24 08:00:00,EURUSD,-100.00
277,2024-01-24 09:00:00,2024-01-24 10:00:00,EURUSD,-100.00
278,2024-01-24 11:00:00,2024-01-24 12:00:00,EURUSD,-100.00
279,2024-01-24 13:00:00,2024-01-24 14:00:00,EURUSD,100.00
280,2024-01-24 15:00:00,2024-01-24 16:00:00,EURUSD,-100.00
281,2024-01-24 17:00:00,2024-01-24 18:00:00,EURUSD,-100.00
282,2024-01-24 19:00:00,2024-01-24 20:00:00,EURUSD,100.00
283,2024-01-24 21:00:00,2024-01-24 22:00:00,EURUSD,-100.00
284,2024-01-24 23:00:00,2024-01-25 00:00:00,EURUSD,-100.00
285,2024-01-25 01:00:00,2024-01-25 02:00:00,EURUSD,100.00
286,2024-01-25 03:00:00,2024-01-25 04:00:00,EURUSD,100.00
287,2024-01-25 05:00:00,2024-01-25 06:00:00,EURUSD,-100.00
288,2024-01-25 07:00:00,2024-01-25 08:00:00,EURUSD,-100.00
289,2024-01-25 09:00:00,2024-01-25 10:00:00,EURUSD,100.00
290,2024-01-25 11:00:00,2024-01-25 12:00:00,EURUSD,-100.00
291,2024-01-25 13:00:00,2024-01-25 14:00:00,EURUSD,-100.00
292,2024-01-25 15:00:00,2024-01-25 16:00:00,EURUSD,-100.00
293,2024-01-25 17:00:00,2024-01-25 18:00:00,EURUSD,-100.00
294,2024-01-25 19:00:00,2024-01-25 20:00:00,EURUSD,100.00
295,2024-01-25 21:00:00,2024-01-25 22:00:00,EURUSD,100.00
296,2024-01-25 23:00:00,2024-01-26 00:00:00,EURUSD,100.00
297,2024-01-26 01:00:00,2024-01-26 02:00:00,EURUSD,-100.00
298,2024-01-26 03:00:00,2024-01-26 04:00:00,EURUSD,100.00
299,2024-01-26 05:00:00,2024-01-26 06:00:00,EURUSD,100.00
300,2024-01-26 07:00:00,2024-01-26 08:00:00,EURUSD,-100.00
